"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"5374",81,79,154,182,1572,198,120,128,114,82
"5375",33,47,4,2,32,10,23,17,18,27
"5376",107,40,16,51,35,22,7,8,17,16
"5377",22,15,5,21,14,13,4,18,10,22
"5378",96,46,19,47,32,41,57,25,60,11
"5379",187,307,291,447,403,311,335,501,146,282
"5380",18,5,2,7,13,2,6,11,10,16
"5381",1797,1381,583,999,1009,409,1123,906,1504,3356
"5382",670,476,313,510,176,223,360,366,300,2120
"5383",19667,6746,12930,17274,15616,10500,11834,15273,13207,5823
"5384",1670,516,774,1045,864,1346,6196,535,914,608
"5385",4910,6458,2726,6115,1864,776,1153,3211,11699,2559
"5386",314,1280,837,530,837,380,3428,922,283,864
"5387",36,42,19,18,34,44,31,69,49,59
"5388",17,4,1,15,62,1,5,24,4,4
"5389",222,171,754,2010,794,68,80,146,153,831
"5390",860,508,483,497,898,641,314,729,321,458
"5391",3,3,0,1,1,1,3,3,0,3
"5392",84,12,20,61,30,35,18,58,40,11
"5393",220,184,131,207,239,160,187,1405,152,101
"5394",819,637,549,726,750,974,629,832,507,638
"5395",60,51,21,52,40,33,20,35,33,35
"5396",16,11,8,9,9,2,12,14,4,8
"5397",47,31,22,21,6,2,37,13,15,2
"5398",3459,3719,1801,2688,4969,2452,2722,4455,2606,2747
"5399",3,5,3,9,5,3,1,2,3,32
"5400",34,105,30,53,65,27,40,462,53,30
"5401",7,1,0,12,1,0,0,0,5,5
"5402",1166,23,621,553,1606,67,191,1939,210,26
"5403",655,499,770,1546,1320,784,835,1188,742,865
"5404",714,805,340,864,847,522,762,662,616,547
"5405",1891,1719,975,1592,1666,1288,1333,11190,1029,1119
"5406",233,4,119,258,0,1235,2609,466,405,48
"5407",6392,4734,1063,780,3510,2661,3061,13890,3974,2234
"5408",1861,2157,1579,11175,3041,1702,1441,1461,1187,1279
"5409",2708,4303,3134,3713,26650,5242,3734,3572,2491,3783
"5410",146,658,35,136,322,162,246,56,99,44
"5411",10572,6139,8602,12900,6077,7092,13470,10902,9051,6634
"5412",39,37,43,17,47,18,27,61,97,23
"5413",7,1,4,13,19,12,8,7,6,1
"5414",1455,696,2230,592,1785,518,1136,479,1510,2323
"5415",4501,1160,2401,268,1503,2277,2531,1248,289,1096
"5416",0,27,9,6,13,5,4,0,11,15
"5417",111,186,1203,92,133,73,109,170,99,93
"5418",9,25,10,38,38,29,17,21,15,19
"5419",311,251,162,247,335,201,307,270,181,173
"5420",40,20,0,3,0,0,12,36,1,4
"5421",136,101,49,37,38,84,36,16,44,21
"5422",6959,61158,2029,6087,3861,3493,3588,5463,5070,4899
"5423",62,85,81,127,204,99,59,117,43,42
"5424",32,27,10,16,35,13,11,23,20,23
"5425",56,44,69,103,74,50,49,63,74,35
"5426",655,584,412,616,511,444,507,487,376,593
"5427",78,20,35,67,115,32,53,131,18,47
"5428",4573,3051,2512,4706,6384,4303,1944,5281,2484,4486
"5429",2,3,2,2,41,3,4,3,5,0
"5430",4046,2111,1596,1807,3377,1637,2102,4313,3413,1466
"5431",982,446,365,587,618,531,632,549,368,211
"5432",50,61,43,0,39,94,11,77,17,104
"5433",2237,1771,1958,2098,1324,1250,1741,1460,5820,595
"5434",116,206,91,261,84,202,278,176,157,557
"5435",192,83,62,105,137,76,42,151,55,78
"5436",2,4,0,5,0,4,7,2,0,10
"5437",28,65,45,48,19,177,16,29,62,37
"5438",267,1434,297,59,177,14,218,129,221,178
"5439",2,2,1,25,5,0,1,60,0,1
"5440",880,606,845,743,816,468,876,744,482,463
"5441",6,74,30,32,25,21,25,19,9,29
"5442",1778,2382,1034,2946,21484,1249,857,1555,1035,1720
"5443",1183,2455,778,1653,1333,1651,1381,3561,1064,979
"5444",366,256,137,322,340,215,469,611,192,198
"5445",110,174,49,96,205,121,98,136,105,76
"5446",513,874,502,648,238,393,3194,497,243,482
"5447",89,116,69,119,384,94,44,82,82,74
"5448",133,10,155,88,33,7,8,468,513,684
"5449",207,127,88,116,161,183,122,221,76,54
"5450",63,27,30,26,8,37,19,5,58,21
"5451",0,0,0,1,0,0,0,0,3,8
"5452",5,6,2,11,11,7,4,23,2,6
"5453",6013,4730,2144,3843,4647,25323,4697,4831,1936,2601
"5454",35,80,41,81,68,42,102,91,43,15
"5455",1084,999,401,1067,304,912,591,1006,128,326
"5456",5,3,5,0,0,1,3,0,1,1
"5457",93,132,73,46,35,55,65,50,82,69
"5458",3155,13992,1253,1986,2166,12757,1684,1642,1748,1620
"5459",3405,1417,2507,4215,1522,15035,1266,2334,637,3112
"5460",153,28,35,69,240,94,48,114,58,43
"5461",81,97,32,9,36,39,48,37,33,38
"5462",2,5,4,4,14,6,0,26,5,5
"5463",3515,2423,1868,2743,1942,19270,2232,2263,1452,1074
"5464",17094,2041,1125,1857,850,836,1656,529,1397,1252
"5465",141,94,74,115,51,126,121,103,102,91
"5466",5,1,9,5,15,0,4,3,4,8
"5467",6,28,12,72,15,4,24,6,6,5
"5468",407,274,2092,1803,432,385,321,614,262,319
"5469",6,1,0,2,3,2,0,0,0,1
"5470",3,26,10,7,15,6,132,1,9,180
"5471",473,131,235,387,179,151,271,260,66,119
"5472",343,178,102,281,1028,620,202,325,337,151
"5473",80,46,21,27,47,6,55,43,183,35
"5474",100,69,25,1,123,4,43,5,64,101
"5475",336,237,207,335,343,152,99,351,208,167
"5476",0,3,4,2,1,14,6,5,3,1
"5477",5062,5222,38671,4705,2953,4140,3191,4539,2103,4951
"5478",107,141,68,77,113,186,83,230,65,115
"5479",809,725,459,904,652,609,506,596,498,407
"5480",38,32,18,49,41,33,38,30,23,28
"5481",8107,863,162,952,1003,6848,251,1029,210,888
"5482",4472,32687,5394,7477,6879,6567,2826,4431,5696,2634
"5483",13,20,44,7,3,6,9,31,0,0
"5484",35,39,25,27,15,45,40,27,9,12
"5485",2970,1483,1260,2123,3480,2476,1862,15882,15245,1570
"5486",11945,9186,8591,15875,9905,8933,7868,7939,4987,7650
"5487",345,375,317,491,428,357,279,380,369,1536
"5488",926,185,5219,163,535,133,189,605,420,580
"5489",6,9,5,3,16,7,1,9,6,4
"5490",42,21,33,80,72,54,255,20,33,10
"5491",28,21,23,10,13,163,5,15,23,7
"5492",0,3,2,9,5,6,0,2,0,4
"5493",2024,1350,928,1595,1282,1944,1555,1214,862,879
"5494",8,11,9,7,6,5,19,7,6,5
"5495",238,303,250,269,192,297,872,332,151,158
"5496",1229,1088,459,1075,634,457,392,816,539,705
"5497",52,50,24,63,108,56,49,63,66,78
"5498",5290,4430,2080,4909,4848,4510,4817,4202,2751,2778
"5499",90,27,57,33,9,181,57,67,81,21
"5500",8,12,5,10,11,13,5,15,12,10
"5501",85,120,107,256,26,47,47,533,357,454
"5502",137,120,91,89,167,144,259,168,135,113
"5503",138,2795,54,255,244,75,242,277,114,117
"5504",46,50,24,42,59,82,17,21,352,52
"5505",2,1,4,4,3,6,4,2,2,4
"5506",105,197,136,109,315,134,185,160,173,173
"5507",2,5,3,2,6,0,5,1,3,2
"5508",458,406,191,169,291,336,366,399,296,307
"5509",429,376,297,814,404,598,773,921,208,3086
"5510",498,497,377,796,802,442,489,642,675,216
"5511",97,125,59,37,66,72,93,68,79,507
"5512",2,23,64,3,10,15,13,6,3,10
"5513",23,7,10,81,48,54,18,27,32,32
"5514",226,265,1309,135,120,188,176,269,206,237
"5515",224,299,163,404,653,216,199,135,267,293
"5516",4,24,4,8,1,23,25,4,0,4
"5517",4693,524,401,404,339,462,510,338,513,555
"5518",3,1,14,3,4,2,6,4,2,2
"5519",5354,3094,3366,2147,2582,4019,3684,4129,1479,3061
"5520",7634,961,101,304,575,1098,517,2086,142,973
"5521",1008,1010,496,657,845,829,451,492,621,703
"5522",446,258,226,471,445,286,288,273,181,196
"5523",119,1030,92,94,160,136,128,110,99,48
"5524",163,143,212,91,135,60,45,98,31,72
"5525",745,525,293,560,284,343,616,378,104,312
"5526",21,56,42,40,23,30,41,4,8,20
"5527",128059,8572,6106,17520,16416,13209,9221,16503,6320,84944
"5528",11,12,4,39,8,7,1,1,1,0
"5529",35,52,33,11,14,20,49,43,12,13
"5530",14,2,3,16,11,2,5,7,7,1
"5531",289,42,6,1,46,64,28,11,184,21
"5532",221,72,71,123,76,416,322,11,159,127
"5533",1,3,0,0,18,0,1,1,2,0
"5534",285,134,197,269,426,164,234,203,197,113
"5535",836,964,578,523,1142,1056,968,807,733,1030
"5536",804,1115,510,1237,789,860,504,6726,509,761
"5537",209,155,28,134,115,195,26,90,31,63
"5538",78,69,30,82,63,34,46,68,26,17
"5539",81,30,344,216,1,79,69,140,29,677
"5540",1323,1228,719,2056,930,1081,1968,1098,711,1163
"5541",0,6,4,2,8,0,4,3,0,3
"5542",47,31,8,61,68,44,37,39,23,31
"5543",21,3,10,4,6,10,20,4,0,9
"5544",642,720,399,650,641,632,386,708,370,504
"5545",1856,1247,981,1536,1662,1230,670,889,1235,1306
"5546",107,6,12,55,118,78,40,49,32,66
"5547",4,6,6,67,18,7,5,7,5,2
"5548",15,14,2,48,0,16,3,1,55,3
"5549",5,1,5,10,4,2,2,10,0,2
"5550",331,118,90,123,187,186,71,217,132,80
"5551",1756,1828,1268,1929,2491,1475,1253,1839,1196,1411
"5552",17330,5391,5141,9066,6215,99650,6699,10517,6426,3140
"5553",13,123,23,57,11,54,33,107,15,37
"5554",425,1012,309,1094,821,992,4716,779,393,395
"5555",2,4,19,19,253,21,7,14,22,13
"5556",6,12,7,3,239,1,3,15,43,1
"5557",74,58,81,125,111,61,25,64,71,20
"5558",652,317,263,1596,170,657,157,165,358,338
"5559",285,234,162,240,183,210,256,296,236,190
"5560",1009,72,2,171,16,149,191,182,298,243
"5561",0,2,0,0,4,1,1,0,3,1
"5562",68,45,20,59,105,12,29,6,74,39
"5563",807,1350,2520,366,395,371,473,289,163,637
"5564",193,236,280,344,268,164,236,376,227,305
"5565",3011,2396,1410,2697,2648,2378,2188,2708,1358,1409
"5566",153,256,189,319,218,60,112,175,127,141
"5567",1,65,20,26,1,0,0,46,58,99
"5568",1570,1837,847,1849,2322,8601,1210,12178,687,800
"5569",12,41,14,37,31,19,11,24,15,38
"5570",293,261,127,297,298,225,128,2144,1176,986
"5571",18,28,18,17,13,30,9,274,62,2
"5572",138,14,10,38,22,24,8,15,14,28
"5573",855,1279,313,533,572,441,211,377,594,4928
"5574",8971,4114,3953,53995,5990,3779,5294,4933,3665,3668
"5575",63,15,27,29,156,14,17,15,11,34
"5576",35,32,22,56,31,24,43,49,23,22
"5577",268,18,2,0,143,1,2,29,0,21
"5578",15,20,11,55,14,75,89,56,6,18
"5579",37,54,108,298,47,43,14,458,41,436
"5580",385,231,375,594,433,371,602,199,289,185
"5581",1323,2013,1211,15158,1266,1025,502,1084,8585,355
"5582",875,542,495,666,11438,291,299,546,699,385
"5583",33,20,5,19,29,45,4,15,14,36
"5584",767,697,1310,99,378,144,287,266,231,90
"5585",19,11,4,18,14,3,7,4,50,42
"5586",230,223,124,177,186,129,138,171,119,114
"5587",2,10,1,3,19,1,6,13,3,0
"5588",0,24,19,0,0,0,3,5,0,6
"5589",659,563,424,351,530,338,215,703,558,2606
"5590",6,3,5,8,7,3,0,3,2,3
"5591",1615,1708,1357,1335,1323,1570,1488,10547,479,6764
"5592",279,279,160,415,409,125,351,323,137,367
"5593",4421,2746,2088,2719,2827,3257,3014,26720,2467,2911
"5594",108,55,44,51,57,89,74,13,16,23
"5595",141,111,188,231,204,134,83,69,185,175
"5596",508,487,270,390,299,305,2873,390,257,291
"5597",21,10,8,17,13,10,7,7,6,7
"5598",30,7,19,88,90,2,18,40,50,44
"5599",75,119,722,51,297,52,112,204,40,49
"5600",5286,953,464,718,537,450,300,370,276,657
"5601",1,0,0,15,0,0,13,5,50,4
"5602",18,15,9,27,45,5,143,61,26,28
"5603",15,74,25,294,94,78,33,67,17,49
"5604",118,185,82,330,143,94,187,165,131,206
"5605",105,184,84,110,77,113,58,101,128,93
"5606",2,4,9,12,45,30,43,36,10,18
"5607",66,88,30,115,30,23,89,46,28,0
"5608",3176,1660,787,814,1179,463,390,1778,202,1432
"5609",1,11,1,18,2,7,27,0,8,25
"5610",61,114,50,73,37,30,35,101,99,188
"5611",5,8,6,10,13,22,4,5,10,13
"5612",465,223,184,442,237,150,360,428,333,184
"5613",3083,4044,1737,3841,1338,2973,2368,2870,1795,2812
"5614",105,64,32,126,60,50,77,70,86,65
"5615",216,152,77,196,197,178,138,192,112,162
"5616",3607,2566,1809,1879,2181,1229,1769,1706,1677,1441
"5617",2306,1259,944,2122,975,2686,12196,1353,724,10029
"5618",2831,2032,1384,2041,2430,1772,1897,2065,1383,1697
"5619",527,460,156,331,270,324,408,238,166,284
"5620",0,0,0,4,35,21,3,1,38,0
"5621",5184,2992,1756,2929,2551,2154,2771,2950,2137,2633
"5622",207,91,44,166,83,54,47,172,105,68
"5623",308,483,279,654,387,435,457,451,464,313
"5624",14185,47480,26407,30946,44635,22426,31823,34485,32606,20523
"5625",189,119,99,530,125,71,116,92,91,40
"5626",701,620,325,794,628,525,464,505,223,312
"5627",17,19,11,26,39,25,18,23,14,18
"5628",19,2,8,5,2,1,2,12,6,1
"5629",22,43,21,13,18,15,0,41,6,11
"5630",313,314,115,285,194,210,182,238,177,129
"5631",1365,382,354,1200,974,431,472,1094,546,871
"5632",55,0,0,4,17,1,0,0,3,2
"5633",192,311,225,459,635,1482,90,283,131,2904
"5634",133,30,0,0,103,121,347,61,16,40
"5635",340,547,164,443,2955,285,296,321,283,264
"5636",3140,3923,1593,3449,3394,2876,2004,3641,2271,2164
"5637",5544,5496,3709,7645,6500,5154,2551,5035,2336,5489
"5638",1465,836,591,1179,1518,1006,381,1007,913,873
"5639",43,36,25,51,14,11,10,24,21,20
"5640",572,498,264,334,450,288,247,2109,317,312
"5641",405,444,300,165,375,244,342,2313,156,1593
"5642",5392,3903,1508,3425,4362,2229,2223,3722,1359,2156
"5643",3274,848,3131,1405,710,1228,1272,8220,778,2470
"5644",50,55,89,118,34,81,106,581,21,393
"5645",10,6,13,8,7,14,8,19,12,13
"5646",1,2,0,0,57,10,14,16,0,22
"5647",7,0,10,5,6,5,5,10,8,1
"5648",111,118,81,104,90,106,79,94,85,133
"5649",926,1067,3437,1105,156,509,484,1287,857,450
"5650",551,387,189,265,385,259,424,424,316,346
"5651",334,51,127,329,279,89,119,3168,177,50
"5652",0,0,22,51,0,0,0,0,0,1
"5653",17,7,0,21,2,0,1,13,4,0
"5654",16,8,21,10,18,38,14,12,27,27
"5655",1047,1231,648,1863,1388,842,1060,1341,972,1074
"5656",230,281,155,1678,230,157,261,322,181,253
"5657",238,117,95,289,208,87,235,171,93,83
"5658",500,121,144,475,238,122,1220,271,173,157
"5659",0,16,0,7,0,5,1,0,0,0
"5660",327,288,2617,506,313,268,382,774,348,312
"5661",4049,2954,1330,2388,3278,2878,19033,2185,1477,1818
"5662",2,6,2,2,112,5,14,5,0,12
"5663",250,429,394,435,504,339,285,165,788,333
"5664",213,180,1742,222,155,277,174,156,201,250
"5665",1,17,8,4,7,4,4,3,6,2
"5666",37,18,1,78,35,10,9,41,8,46
"5667",12,1,3,11,31,88,16,11,4,0
"5668",1108,1651,1242,981,1450,1512,5809,2354,229,1598
"5669",7,2,5,13,10,4,4,39,7,3
"5670",37,37,29,47,26,43,25,83,234,52
"5671",1091,1313,293,520,1201,708,838,761,505,1069
"5672",858,665,332,456,299,5972,375,374,351,330
"5673",147,109,18,102,114,52,145,136,79,57
"5674",242,264,167,566,73,154,111,278,156,55
"5675",160,114,113,139,1424,500,104,151,81,178
"5676",559,2908,54,579,524,124,302,544,97,191
"5677",1458,1112,611,1232,1278,7938,978,935,953,1047
"5678",1600,1842,1202,1398,1725,1481,1697,2362,1085,896
"5679",31,13,16,11,32,26,30,18,17,22
"5680",12489,5373,694,6606,3807,57271,4330,1462,1170,4254
"5681",337,207,124,271,304,121,173,264,99,273
"5682",637,794,551,427,1363,274,725,1103,334,950
"5683",23,29,44,55,37,15,22,65,20,49
"5684",12,7,5,43,9,14,20,6,16,8
"5685",19,7,11,14,7,9,1,1,10,14
"5686",1533,609,640,1357,368,358,413,968,624,468
"5687",11,27,16,23,21,11,22,68,41,94
"5688",987,1042,525,800,1003,1065,814,964,520,1187
"5689",193,145,92,156,170,131,83,85,90,102
"5690",366,102,48,103,152,79,78,75,68,52
"5691",28,32,75,14,37,19,21,13,16,13
"5692",14,0,4,15,2,0,253,37,0,0
"5693",145,93,45,121,124,102,131,100,91,106
"5694",63,6,14,20,8,27,67,24,15,81
"5695",30,12,11,6,9,23,45,20,8,20
"5696",590,3,41,183,0,213,31,1,39,128
"5697",283,164,48,170,240,353,392,2056,2248,247
"5698",4058,3268,2717,4407,4409,2801,3302,5387,3202,2773
"5699",6,14,14,10,12,16,7,1,13,7
"5700",244,128,24,5,47,0,42,156,65,7
"5701",2705,2949,3768,2377,1533,1688,1886,2317,895,1212
"5702",6552,5342,3517,6244,26129,36597,2397,3455,2939,2565
"5703",7757,4646,2709,4219,4449,5691,3389,4069,2859,29221
"5704",11,8,3,3,66,1,1,9,3,6
"5705",9,36,2,5,56,61,144,10,25,26
"5706",948,530,112,1096,889,3572,1169,1739,171,698
"5707",279,178,119,294,259,355,126,214,85,125
"5708",2,4,4,26,4,18,2,8,2,2
"5709",3,4,7,11,7,16,4,3,7,5
"5710",284,1195,343,154,795,1775,345,707,589,403
"5711",70,49,17,40,22,27,28,41,12,46
"5712",3502,3687,1364,3306,2278,3067,13863,2209,1884,2098
"5713",7971,8119,4776,7243,7538,6460,9675,6386,6553,5677
"5714",0,3,0,0,0,0,5,1,2,4
"5715",296,300,69,338,3711,198,239,492,259,112
"5716",246,19,16,23,15,15,35,320,14,2
"5717",40,34,11,64,30,18,21,48,36,12
"5718",4851,491,2090,413,393,427,360,563,267,347
"5719",15,0,31,0,1,3,4,0,0,1
"5720",10,8,3,3,6,4,6,10,5,3
"5721",19604,12076,9817,16401,8219,12911,11307,15064,11594,70692
"5722",949,499,24,238,107,177,282,439,218,67
"5723",302,128,84,74,78,52,69,71,48,48
"5724",635,751,338,1168,767,690,1178,762,303,962
"5725",43,53,35,59,62,60,30,57,44,24
"5726",89,79,78,72,125,66,85,85,75,66
"5727",494,483,266,3546,426,210,226,354,161,182
"5728",99,101,63,65,62,92,38,45,43,93
"5729",154,93,99,152,170,123,125,214,66,81
"5730",0,7,0,0,18,1,2,0,0,2
"5731",539,535,106,669,721,354,352,483,482,332
"5732",71,21,31,25,90,41,49,46,25,42
"5733",146,38,79,50,323,53,55,71,29,30
"5734",1291,1242,960,2043,2076,2410,1384,2818,1062,1292
"5735",1973,1080,578,1225,1078,1000,771,615,724,538
"5736",398,1095,31,473,1960,231,57,252,202,397
"5737",9011,7945,7059,4954,6798,5175,8501,7458,3741,3954
"5738",376,291,329,292,394,254,254,271,220,267
"5739",43,45,32,54,49,26,54,40,559,28
"5740",2585,1482,960,1511,1037,897,8148,3640,893,1683
"5741",866,375,287,529,386,661,3928,553,1222,311
"5742",5,3,1,2,6,2,5,3,3,8
"5743",282,181,168,137,289,124,408,202,37,24
"5744",4,4,2,2,11,0,0,0,2,0
"5745",813,465,5381,1127,490,364,886,545,339,247
"5746",261,270,126,158,247,239,195,264,144,154
"5747",943,556,534,346,368,233,578,407,237,121
"5748",2399,1207,707,1001,1066,824,1052,1216,978,973
"5749",23,15,3,14,486,3,53,0,0,8
"5750",185,193,129,225,209,249,183,86,193,115
"5751",98,19,93,88,85,46,28,90,69,24
"5752",18,30,2,36,84,28,92,28,73,60
"5753",150,127,109,116,180,99,192,194,97,1157
"5754",0,0,0,0,0,0,7,0,13,0
"5755",15,3,3,12,4,2,4,9,3,9
"5756",622,269,256,292,295,160,167,248,216,120
"5757",135,14,41,30,68,27,26,110,72,6
"5758",6471,4380,3897,7246,4817,4538,4298,4312,19506,3397
"5759",32,76,24,95,59,148,65,39,45,402
"5760",13,3,1,1,2,3,2,6,0,0
"5761",136,13,72,352,176,0,18,14,0,17
"5762",2309,3567,2140,2723,3366,1364,2603,1814,1595,1997
"5763",8893,7630,4492,12797,6245,6299,7031,6815,9501,5822
"5764",63,224,303,39,183,68,82,62,719,60
"5765",94,34,32,90,76,54,34,56,18,27
"5766",87,269,58,80,252,518,168,187,308,36
"5767",149,104,38,1474,79,97,101,111,56,76
"5768",93,44,45,26,21,37,14,81,321,1
"5769",7,6,4,9,4,5,3,12,3,6
"5770",6,18,35,39,217,91,6,243,19,58
"5771",26,38,284,4,1337,461,1472,7,655,116
"5772",1819,1017,1760,1564,1134,1971,1036,767,631,1024
"5773",1520,2732,1307,1418,3957,1316,1061,837,1823,847
"5774",198,549,323,254,223,62,89,340,71,210
"5775",136,184,161,55,251,106,164,265,177,105
"5776",27,27,22,16,5,26,22,11,13,18
"5777",37,24,16,33,21,13,24,56,52,20
"5778",1386,968,851,986,1520,644,1391,1089,486,1090
"5779",678,81,159,384,177,406,149,153,255,214
"5780",11074,7559,1029,1019,776,836,453,1323,7530,792
"5781",4,8,4,10,17,11,4,5,10,13
"5782",9,20,15,56,49,68,18,26,46,20
"5783",108,106,129,712,242,241,391,236,359,563
"5784",1429,641,626,549,639,658,667,210,454,378
"5785",100,84,34,485,160,36,74,101,39,159
"5786",25,5,29,34,37,11,10,9,14,12
"5787",4227,379,343,506,386,329,459,251,226,223
"5788",9,3,9,13,1,0,5,7,0,0
"5789",963,113,423,625,1167,620,703,575,246,362
"5790",1,0,3,0,4,66,156,0,2,0
"5791",1990,1633,930,2194,1292,2053,9126,2091,7411,1407
"5792",190,197,167,142,238,676,282,389,82,32
"5793",246,145,65,77,75,81,59,116,113,166
"5794",110,22,44,38,168,30,130,88,28,43
"5795",124,106,32,115,90,149,117,105,94,84
"5796",111,149,73,163,94,318,123,104,124,96
"5797",8468,8757,7163,6451,10041,4214,4321,7852,3158,5775
"5798",3008,2528,1277,1715,2151,1615,1791,2021,1370,1157
"5799",4401,5293,2677,3858,4974,3248,4306,3617,2656,2646
"5800",118,54,262,78,35,101,69,156,44,42
"5801",4,6,11,88,4,0,1,5,7,15
"5802",4,19,0,3,2,9,3,6,14,4
"5803",114,54,29,74,75,29,49,31,53,41
"5804",612,994,301,965,531,623,504,549,490,649
"5805",63,117,72,223,104,24,183,74,75,74
"5806",559,343,238,563,458,436,661,842,420,643
"5807",46,738,3363,5571,15,199,141,59,51,1788
"5808",2688,2337,1406,4120,4115,3866,1661,2151,1796,2638
"5809",846,47,56,126,140,58,69,35,57,73
"5810",1542,4917,2174,4505,4014,1254,3522,5215,1966,3318
"5811",5,17,6,1,4,1,5,2,3,14
"5812",852,284,172,2582,362,538,809,489,568,1084
"5813",117,97,684,126,102,89,50,105,96,74
"5814",84,162,35,83,302,90,42,101,103,898
"5815",67,29,26,302,269,2,91,27,55,2
"5816",186,183,61,144,94,172,45,62,58,50
"5817",15,5,14,22,28,12,12,19,13,23
"5818",148,103,28,11,695,273,170,35,467,416
"5819",40,32,15,42,35,20,23,32,28,26
"5820",27,9,4,6,20,8,11,3,7,14
"5821",3971,139,40,70,123,253,114,118,33,94
"5822",318,215,132,336,267,126,177,151,186,211
"5823",1024,329,486,899,155,487,1348,258,968,226
"5824",13,5,8,34,8,12,21,17,9,2
"5825",672,122,44,191,776,982,308,178,240,204
"5826",1,7,1,17,3,5,14,3,6,4
"5827",177,167,45,73,38,17,76,134,56,59
"5828",0,6,151,0,37,2,0,0,26,1
"5829",46,16,2,6,7,4,1,7,5,5
"5830",18929,11030,11131,17658,28514,14155,17843,9841,10228,11570
"5831",5,10,2,47,11,0,1,2,3,0
"5832",922,841,292,1108,1097,572,674,7149,711,623
"5833",2332,1365,1100,2326,1742,1205,1545,1396,812,1113
"5834",17,14,27,9,13,22,17,11,12,16
"5835",253,141,129,66,147,190,104,86,85,98
"5836",54,55,36,91,87,70,44,20,5,14
"5837",4816,18802,2272,4587,4513,3857,2640,3683,3261,3027
"5838",13,5,16,21,27,7,19,7,4,2
"5839",264,38,15,79,12,33,24,44,14,21
"5840",1867,3014,1563,6159,2240,1338,20676,1972,1008,1366
"5841",24,16,29,14,28,24,13,23,17,228
"5842",822,666,372,595,947,572,365,507,432,2584
"5843",13,2,18,5,9,2,4,4,2,7
"5844",25,2,10,42,3,25,1,19,9,3
"5845",84,59,34,58,98,13,14,44,47,82
"5846",125,782,66,159,162,167,104,125,549,122
"5847",2217,3118,2078,5344,1393,2072,10842,1825,911,952
"5848",6989,3052,4036,9499,92679,4601,8686,11717,3479,3796
"5849",1239,764,531,1198,1012,942,483,986,944,761
"5850",26,2,41,16,0,18,10,23,11,0
"5851",6,3,9,6,2,1,6,7,2,1
"5852",10,2,0,5,0,8,2,2,0,4
"5853",159,99,58,146,152,172,57,89,71,61
"5854",44,20,16,10,33,16,15,4,41,16
"5855",16,17,11,17,11,22,118,17,18,18
"5856",48,22,16,47,15,9,40,18,12,8
"5857",3385,2241,1479,18266,3107,2389,2573,2669,2132,2168
"5858",473,45,19,32,19,24,140,248,22,90
"5859",221,177,276,102,588,311,154,252,154,148
"5860",235,473,183,270,107,136,140,736,53,191
"5861",1783,840,771,921,4190,760,985,6185,576,356
"5862",28,29,14,2,13,19,36,33,1,14
"5863",304,336,236,303,288,124,133,215,352,204
"5864",15,25,1,44,19,8,9,12,4,9
"5865",11,25,37,49,22,44,28,10,8,11
"5866",332,651,429,724,883,528,4171,795,449,504
"5867",644,1076,482,620,1024,416,4499,256,519,562
"5868",13,9,0,2,3,4,1,14,4,1
"5869",152,395,171,183,54,349,119,105,41,165
"5870",1501,1709,8772,2586,3162,1856,1584,2357,899,574
"5871",232,59,34,62,205,209,64,52,102,132
"5872",11,5,5,11,67,14,7,3,3,4
"5873",84,137,85,95,122,87,101,136,122,812
"5874",1716,718,726,1219,1325,2061,783,552,430,528
"5875",76,64,26,112,190,92,66,74,106,134
"5876",130,111,30,69,74,52,67,653,69,24
"5877",6,14,7,12,31,58,79,92,11,6
"5878",184,53,3,579,86,29,1,10,80,30
"5879",7,12,4,4,3,7,6,14,4,5
"5880",17371,1674,791,1973,731,1422,965,1743,624,1045
"5881",369,275,184,196,232,108,93,153,36,116
"5882",338,294,209,421,314,443,542,244,270,230
"5883",11,22,3,3,9,11,5,12,5,4
"5884",960,624,196,871,401,363,2538,483,367,648
"5885",35,18,12,28,25,6,26,205,7,15
"5886",237,611,143,531,325,246,246,629,114,297
"5887",2,0,13,0,12,0,11,13,3,18
"5888",2693,4374,2736,3563,2829,3070,2728,4272,2225,2353
"5889",52,54,83,41,95,18,53,49,62,50
"5890",572,372,273,3042,385,242,291,376,327,514
"5891",4392,363,201,303,359,301,255,393,290,244
"5892",425,613,425,544,639,434,221,502,1911,337
"5893",0,1,15,16,18,0,0,0,17,0
"5894",2680,6223,1902,3829,2800,16366,2537,2410,2122,1384
"5895",253,125,74,198,98,198,103,82,101,67
"5896",41,41,50,56,39,36,9,25,28,58
"5897",205,433,209,332,233,1639,144,131,246,213
"5898",846,240,49,525,210,326,454,640,237,182
"5899",13795,1665,1321,1940,1773,10496,1227,1716,1255,1237
"5900",73,117,348,52,48,68,72,99,23,78
"5901",452,374,170,338,474,193,275,339,178,248
"5902",483,593,254,588,649,452,3762,492,444,463
"5903",232,326,262,312,307,199,161,249,225,199
"5904",292,387,217,176,220,150,196,173,128,181
"5905",198,259,135,189,527,1359,367,106,137,274
"5906",67,67,67,145,122,59,55,154,47,89
"5907",7988,9607,4973,12210,9507,5855,6292,11964,4840,8568
"5908",723,1686,349,136,1272,233,127,355,189,978
"5909",245,253,141,194,218,228,117,212,144,146
"5910",254,948,83,181,165,138,145,144,998,117
"5911",8043,6730,4113,5356,5965,2698,4375,5606,6341,7333
